UPC,Название,Исполнитель,Платформа,Вид использования,Период начала,Период окончания,Количество,Вознаграждение Лицензиара (Авторские),Вознаграждение Лицензиара (Смежные),Лейбл
5063635301480,Back to Antarctica,Phil Mahart,TikTok,Видео,,,28,0,"0,62",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,2,0,"0,05",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,1,0,"0,05",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,3,0,"0,09",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,9,0,"0,17",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,11,0,"0,21",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,12,0,"0,23",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Подписка,,,7,0,"1,05",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Подписка,,,6,0,"1,07",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Подписка,,,15,0,"1,96",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,10,"0,03",0,ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,12,"0,04",0,ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Аудиостриминг,,,13,"0,04",0,ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Подписка,,,8,"0,26",0,ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Подписка,,,6,"0,26",0,ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,vk,Подписка,,,17,"0,48",0,ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Аудиостриминг,,,3,0,"0,02",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Аудиостриминг,,,3,0,"0,02",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Подписка,,,8,0,"0,28",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Подписка,,,11,0,"0,39",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Подписка,,,12,0,"0,46",ICECREAMMUSIC
5063635301480,Back to Antarctica,Phil Mahart,Яндекс.Музыка,Подписка,,,79,"0,46",0,ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063833668132,BAE,"raf1k, Voryb",Яндекс.Музыка,Подписка,,,4,"0,02",0,ICECREAMMUSIC
5063316738123,Be Ok,WIZKEY,vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063316738123,Be Ok,WIZKEY,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Аудиостриминг,,,1,0,"0,03",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Аудиостриминг,,,5,0,"0,09",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Подписка,,,2,0,"0,25",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Подписка,,,4,0,"0,62",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Пробная подписка,,,3,0,"1,06",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Пробная подписка,,,4,0,"1,77",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Пробная подписка,,,3,0,"1,84",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Аудиостриминг,,,5,"0,02",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Подписка,,,2,"0,06",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Подписка,,,4,"0,15",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Пробная подписка,,,3,"0,26",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Пробная подписка,,,4,"0,43",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,vk,Пробная подписка,,,3,"0,46",0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063635991919,bestie,ilyxinadgo,Яндекс.Музыка,Подписка,,,6,"0,03",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,TikTok,Видео,,,1,0,"0,02",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,2,0,"0,06",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,4,0,"0,07",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,17,0,"0,35",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Подписка,,,7,0,"1,27",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Аудиостриминг,,,20,"0,06",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,vk,Подписка,,,8,"0,32",0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Аудиостриминг,,,10,0,"0,06",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Аудиостриминг,,,10,0,"0,07",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Подписка,,,3,0,"0,07",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Подписка,,,37,0,"1,46",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Подписка,,,40,0,"1,57",ICECREAMMUSIC
5063635975827,BOEING,OTALOE,Яндекс.Музыка,Подписка,,,11,"0,06",0,ICECREAMMUSIC
5063833652971,BOMB,"Ckeabrona, PAZU",vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833652971,BOMB,"Ckeabrona, PAZU",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833652971,BOMB,"Ckeabrona, PAZU",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833652971,BOMB,"Ckeabrona, PAZU",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833652971,BOMB,"Ckeabrona, PAZU",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833652971,BOMB,"Ckeabrona, PAZU",Яндекс.Музыка,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063466698933,BONA,NEFORMALL,Netease Cloud Music,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063466698933,BONA,NEFORMALL,Яндекс.Музыка,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,QQMusic,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,QQMusic,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063635748292,Born To Swag,WhiteFluffy,Яндекс.Музыка,Подписка,,,6,"0,03",0,ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,vk,Аудиостриминг,,,4,0,"0,2",ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,vk,Аудиостриминг,,,102,0,"2,16",ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,vk,Подписка,,,23,0,"4,4",ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,vk,Аудиостриминг,,,120,"0,4",0,ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,vk,Подписка,,,26,"1,09",0,ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,YouTube,Аудио,,,2,0,"0,32",ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,Одноклассники,Аудиостриминг,,,15,0,"0,25",ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,Одноклассники,Аудиостриминг,,,15,"0,05",0,ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,Яндекс.Музыка,Аудиостриминг,,,4,0,"0,03",ICECREAMMUSIC
5063945739706,BOUNCE,ФЕНИКС,Яндекс.Музыка,Подписка,,,16,0,"0,64",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Kugou,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Kugou,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",TikTok,Видео,,,1,0,"0,02",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Аудиостриминг,,,1,0,"0,03",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Подписка,,,4,0,"0,78",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",vk,Подписка,,,4,"0,19",0,ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Подписка,,,5,0,"0,17",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063833698122,bounds,"THIRTEENKILLA, sz prince",Яндекс.Музыка,Подписка,,,12,"0,06",0,ICECREAMMUSIC
5063466248206,"Buona Notte, Mia Cara",NDanese13,vk,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466248206,"Buona Notte, Mia Cara",NDanese13,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466248206,"Buona Notte, Mia Cara",NDanese13,vk,Подписка,,,1,0,"0,05",ICECREAMMUSIC
5063466248206,"Buona Notte, Mia Cara",NDanese13,vk,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063466248206,"Buona Notte, Mia Cara",NDanese13,YouTube,Аудио,,,4,0,"0,03",ICECREAMMUSIC
5063466248206,"Buona Notte, Mia Cara",NDanese13,Яндекс.Музыка,Подписка,,,4,"0,02",0,ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,7,0,"0,22",ICECREAMMUSIC
5063833643047,Chrome autumn,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,36,"0,2",0,ICECREAMMUSIC
5063466245335,CYKAA,"NEFORMALL, Lingvinii",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466245335,CYKAA,"NEFORMALL, Lingvinii",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466245335,CYKAA,"NEFORMALL, Lingvinii",Яндекс.Музыка,Подписка,,,8,"0,05",0,ICECREAMMUSIC
5063316502298,Deluxe Vibe,BARCETON,vk,Аудиостриминг,,,1,0,"0,02",Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,vk,Аудиостриминг,,,6,0,"0,1",Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,vk,Аудиостриминг,,,6,"0,02",0,Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Аудиостриминг,,,1,0,0,Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Аудиостриминг,,,1,0,0,Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Аудиостриминг,,,1,0,0,Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Подписка,,,2,0,"0,05",Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Подписка,,,3,0,"0,08",Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Подписка,,,4,0,"0,1",Ckeabrona Beats
5063316502298,Deluxe Vibe,BARCETON,Яндекс.Музыка,Подписка,,,4,"0,02",0,Ckeabrona Beats
5063833780261,Der Brille,"Ckeabrona, Krass",Звук,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Подписка,,,2,0,"0,05",ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063833780261,Der Brille,"Ckeabrona, Krass",Яндекс.Музыка,Подписка,,,19,"0,1",0,ICECREAMMUSIC
GUT200138,DIE BITCH,"NEFORMALL, Lingvinii",QQMusic,Аудиостриминг,,,20,0,"0,31",ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063466271402,Diggers,Zaach,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Apple Music,Подписка,,,13,"0,24",0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,КИОН Музыка,Подписка,,,2,0,"0,14",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,КИОН Музыка,Подписка,,,2,"0,03",0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Подписка,,,4,0,"0,15",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063466467041,ETHEREAL DUSK,2,Яндекс.Музыка,Подписка,,,25,"0,14",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,Lyric Find,Тексты песен,,,4,"0,17",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Аудиостриминг,,,4,0,"0,07",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Аудиостриминг,,,4,0,"0,07",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Пробная подписка,,,2,0,"0,7",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Пробная подписка,,,3,0,"1,06",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Пробная подписка,,,3,0,"1,84",ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Пробная подписка,,,2,"0,17",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Пробная подписка,,,3,"0,26",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,vk,Пробная подписка,,,3,"0,46",0,ICECREAMMUSIC
5063635748292,Face,WhiteFluffy,Сервисы АДВ Мьюзик,РБТ,,,4,0,"0,1",ICECREAMMUSIC
